sent,headline,headline_clean
negative,"Finnish management software solutions provider Ixonos Oyj net profit decreased to 369,000 euro ( $ 575,000 ) for the first quarter of 2008 from 669,000 euro ( $ 1.0 mln ) for the same period of 2007 .",finnish management software solution provider Ixonos Oyj net profit decrease euro first quarter euro mln period
negative,Finnish media company Talentum Oyj 's net profit decreased to 2.5 mln euro ( $ 4.0 mln ) for the first quarter of 2008 from 3.0 mln euro ( $ 4.7 mln ) for the same period of 2007 .,finnish medium company Talentum Oyj net profit decrease mln euro mln first quarter mln euro mln period
negative,Finnish metal products company Componenta Oyj net profit went slightly down to 25.1 mln euro ( $ 40.2 mln ) for the first half of 2008 from 25.4 mln euro ( $ 40.7 mln ) for the same period of 2007 .,finnish metal product company Componenta Oyj net profit go slightly mln euro mln first half mln euro mln period
negative,"In a separate announcement to the Helsinki stock exchange , Atria revealed that the company 's third quarter profits declined from EUR13 .9 m in the third quarter of last year to EUR12 .7 m in this year 's Q3 .",separate announcement Helsinki stock exchange Atria reveal company third quarter profit decline EUR third quarter last year EUR year q
negative,"In the fourth quarter of 2008 , net sales decreased to EUR 121.4 mn from EUR 165.5 mn in the fourth quarter of 2007 .",fourth quarter net sale decrease EUR mn EUR mn fourth quarter
negative,"Insurer Axa ( PAR : CS ) slid by 5.35 % to EUR 14.15 , after Citigroup and ING slashed their targets on the stock .",insurer Axa PAR CS slide EUR Citigroup ING slash target stock
negative,"( ADP News ) - Feb 11 , 2009 - Finnish wood products technology supplier Raute Oyj ( HEL : RUTAV ) said today its net profit decreased to EUR 4.7 million ( USD 6.1 m ) for 2008 from EUR 6.6 million for 2007 .",ADP News Feb finnish wood product technology supplier Raute Oyj HEL RUTAV say today net profit decrease EUR million USD EUR million
negative,"( ADP News ) - Feb 12 , 2009 - Finnish construction company Lemminkainen Oyj ( HEL : LEM1S ) said today its net profit decreased to EUR 63.5 million ( USD 81.1 m ) for 2008 from EUR 80.6 million for 2007 .",ADP News Feb finnish construction company Lemminkainen Oyj HEL LEMS say today net profit decrease EUR million USD EUR million
negative,"( ADP News ) - Feb 4 , 2009 - Finnish broadband data communication systems and solutions company Teleste Oyj ( HEL : TLT1V ) said today its net profit decreased to EUR 5.5 million ( USD 7.2 m ) for 2008 from EUR 9.4 million for 200",ADP News Feb finnish broadband datum communication system solution company Teleste Oyj HEL TLTV say today net profit decrease EUR million USD EUR million
negative,"( ADP News ) - Jan 22 , 2009 - Finnish mobile phones maker Nokia Oyj ( OMX : NOK1V ) said today its operating profit decreased to EUR 5 billion ( USD 6.5 bn ) for 2008 from EUR 8 billion for 2007 .",ADP News Jan finnish mobile phone maker Nokia Oyj OMX NOKV say today operate profit decrease EUR billion USD bn EUR billion
negative,"( ADPnews ) - May 4 , 2010 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit declined to EUR 12.9 million ( USD 17m ) in the first quarter of 2010 from EUR 17 million in the correspond",adpnews May finnish cutlery hand tool maker Fiskars Oyj Abp HEL FISAS say today net profit decline EUR million USD first quarter EUR million correspond
negative,"( ADPnews ) - Oct 21 , 2009 - Finland-based IT consultancy Tieto Oyj ( HEL : TIE1V ) said today its net profit plunged to EUR 29.4 million ( USD 43.9 m ) for the first nine months of 2009 from EUR 58.7 million for the same period o",ADPnews Oct Finlandbased consultancy Tieto Oyj HEL TIEV say today net profit plunge EUR million USD first nine month EUR million period
negative,Market share decreased on the route between Helsinki in Finland and Tallinn in Estonia by 0.1 percentage points to 24.8 % .,market share decrease route Helsinki Finland Tallinn Estonia percentage point
negative,Net profit fell by almost half to +â 5.5 million from +â 9.4 million at the end of 2007 .,net profit fall almost half million million end
negative,"Net profit in the three months through March 31 fell to (  x20ac ) 103 million ( US$ 165 million ) from (  x20ac ) 131 million a year earlier , the Finnish company said .",net profit three month March fall xac million US million xac million year early finnish company say
negative,Net sales decreased to EUR 220.5 mn from EUR 470.0 mn in the corresponding period in 2009 .,net sale decrease EUR mn EUR mn corresponding period
negative,Net sales decreased to EUR 91.6 mn from EUR 109mn in the corresponding period in 2005 .,net sale decrease EUR mn EUR mn corresponding period
negative,Net sales fell by 33 % from the third quarter of 2008 to EUR 130.5 mn .,net sale fall third quarter EUR mn
negative,Net sales fell by 5 % from the previous accounting period .,net sale fall previous accounting period
negative,"Net sales of Kyro 's main business area , Glaston Technologies , a manufacturer of glass processing machines , decreased to EUR 161.5 mn from EUR 164.1 mn in January-September 2005 .",net sale Kyro main business area Glaston Technologies manufacturer glass processing machine decrease EUR mn EUR mn JanuarySeptember
negative,Operating profit decreased to EUR 16mn from EUR 21.1 mn in 2008 .,operate profit decrease EUR mn EUR mn
negative,Operating profit fell from EUR 7.9 mn in the second quarter of 2005 to EUR 5.1 mn in the second quarter of 2006 .,operate profit fall EUR mn second quarter EUR mn second quarter
negative,Operating profit fell to EUR 15.1 mn from EUR 24.6 mn in 2006 .,operate profit fall EUR mn EUR mn
negative,Operating profit fell to EUR 23.26 mn from EUR 32.86 mn .,operate profit fall EUR mn EUR mn
negative,Operating profit fell to EUR 38.1 mn from EUR 55.3 mn in 2007 .,operate profit fall EUR mn EUR mn
negative,Operating profit fell to EUR 6.2 mn from EUR 8.5 mn in the third quarter of 2007 .,operate profit fall EUR mn EUR mn third quarter
negative,Orion 's net profit for the third quarter of 2007 decreased to 36.5 mln euro ( $ 52.1 mln ) from 40.3 mln euro ( $ 57.5 mln ) a year earlier .,Orion net profit third quarter decrease mln euro mln mln euro mln year early
negative,Pretax profit decreased by 37 % to EUR 193.1 mn from EUR 305.6 mn .,pretax profit decrease EUR mn EUR mn
negative,Pretax profit decreased to EUR 33.8 mn from EUR 40.8 mn in the fourth quarter of 2005 .,pretax profit decrease EUR mn EUR mn fourth quarter
negative,"Pretax profit totaled EUR 9.0 mn , down from EUR 36.3 mn in 2007 .",pretax profit total EUR mn EUR mn
negative,Prices and delivery volumes of broadband products decreased significantly in 2005 .,price delivery volume broadband product decrease significantly
negative,Profit for the period fell to EUR 1.6 mn from EUR 7.5 mn in January-September 2008 .,profit period fall EUR mn EUR mn JanuarySeptember
negative,"Profit for the period totalled EUR 0.8 mn , down from EUR 1.1 mn in the corresponding period in 2008 .",profit period total EUR mn EUR mn corresponding period
negative,"Profit for the period totalled EUR 1.1 mn , down from EUR 1.6 mn in the third quarter of 2008 .",profit period total EUR mn EUR mn third quarter
negative,Revenue in the quarter fell 8 percent to ( EURO ) 2.4 billion compared to a year earlier .,revenue quarter fall percent EURO billion compare year early
negative,SRV lowered its net sales estimate for the whole of 2008 due to uncertainties in housing sales .,SRV lower net sale estimate whole due uncertainty housing sale
negative,Stora Enso Oyj said its second-quarter result would fall by half compared with the same period in 2007 .,Stora Enso Oyj say secondquarter result would fall half compare period
